original_name,normalized_name,locality_symbol,match_method,source_rows
שדה ורבורג,שדה ורבורג,284,normalized_unique_name,1
שדה יואב,שדה יואב,293,normalized_unique_name,1
שדה יעקב,שדה יעקב,142,normalized_unique_name,1
שדה יצחק,שדה יצחק,2008,normalized_unique_name,1
שדה משה,שדה משה,18,normalized_unique_name,1
שדה נחום,שדה נחום,259,normalized_unique_name,1
שדה נחמיה,שדה נחמיה,329,normalized_unique_name,1
שדה ניצן,שדה ניצן,1058,normalized_unique_name,1
שדה עוזיהו,שדה עוזיהו,739,normalized_unique_name,1
שדה צבי,שדה צבי,2049,normalized_unique_name,1
שדות ים,שדות ים,327,normalized_unique_name,1
שדות מיכה,שדות מיכה,27,normalized_unique_name,1
שדי אברהם,שדי אברהם,1223,normalized_unique_name,1
שדי חמד,שדי חמד,2015,normalized_unique_name,1
שדי תרומות,שדי תרומות,2057,normalized_unique_name,1
שדמה,שדמה,555,normalized_unique_name,1
שדמות דבורה,שדמות דבורה,306,normalized_unique_name,1
שדמות מחולה,שדמות מחולה,3578,normalized_unique_name,1
שדרות,שדרות,1031,normalized_unique_name,26
שואבה,שואבה,741,normalized_unique_name,1
שובה,שובה,761,normalized_unique_name,1
שובל,שובל,394,normalized_unique_name,1
שוהם,שוהם,1304,normalized_unique_name,16
שומרה,שומרה,614,normalized_unique_name,1
שוקדה,שוקדה,415,normalized_unique_name,1
שורש,שורש,456,normalized_unique_name,1
שורשים,שורשים,1235,normalized_unique_name,1
שושנת העמקים (רסק,שושנת העמקים רסק,224,normalized_unique_name,1
שזור,שזור,527,normalized_unique_name,1
שחר,שחר,7,normalized_unique_name,1
שיבולים,שיבולים,865,normalized_unique_name,1
שייח' דנון,שייח דנון,658,normalized_unique_name,2
שילה,שילה,3641,normalized_unique_name,2
שילת,שילת,1165,normalized_unique_name,1
שכניה,שכניה,1160,normalized_unique_name,1
שלווה,שלווה,873,normalized_unique_name,1
שלוחות,שלוחות,439,normalized_unique_name,1
שלומי,שלומי,812,normalized_unique_name,7
שמיר,שמיר,366,normalized_unique_name,1
שמעה,שמעה,3784,normalized_unique_name,1
שמרת,שמרת,432,normalized_unique_name,1
שמשית,שמשית,1337,normalized_unique_name,2
שני,שני,1287,normalized_unique_name,1
שניר,שניר,1132,normalized_unique_name,1
שעב,שעב,538,normalized_unique_name,5
שעל,שעל,4009,normalized_unique_name,1
שעלבים,שעלבים,856,normalized_unique_name,1
שער אפרים,שער אפרים,661,normalized_unique_name,1
שער הגולן,שער הגולן,264,normalized_unique_name,1
שער העמקים,שער העמקים,237,normalized_unique_name,1
שער מנשה,שער מנשה,921,normalized_unique_name,1
שערי תקווה,שערי תקווה,3720,normalized_unique_name,4
שפיים,שפיים,232,normalized_unique_name,1
שפיר,שפיר,692,normalized_unique_name,1
שפר,שפר,846,normalized_unique_name,1
שפרעם,שפרעם,8800,normalized_unique_name,26
שקד,שקד,3649,normalized_unique_name,1
שקף,שקף,1233,normalized_unique_name,1
שרונה,שרונה,292,normalized_unique_name,1
שריגים (לי-און),שריגים לי-און,1114,normalized_unique_name,1
שריד,שריד,126,normalized_unique_name,1
שרשרת,שרשרת,398,normalized_unique_name,1
שתולה,שתולה,1045,normalized_unique_name,1
שתולים,שתולים,763,normalized_unique_name,2
תאשור,תאשור,2062,normalized_unique_name,1
תדהר,תדהר,2061,normalized_unique_name,1
תובל,תובל,1172,normalized_unique_name,1
תומר,תומר,3558,normalized_unique_name,1
תושיה,תושיה,1083,normalized_unique_name,1
תימורים,תימורים,163,normalized_unique_name,1
תירוש,תירוש,10,normalized_unique_name,1
תל אביב - יפו,תל אביב-יפו,5000,normalized_unique_name,575
תל יוסף,תל יוסף,84,normalized_unique_name,1
תל יצחק,תל יצחק,287,normalized_unique_name,1
תל מונד,תל מונד,154,normalized_unique_name,9
תל עדשים,תל עדשים,103,normalized_unique_name,1
תל קציר,תל קציר,719,normalized_unique_name,1
תל שבע,תל שבע,1054,normalized_unique_name,9
תל תאומים,תל תאומים,1283,normalized_unique_name,1
תלם,תלם,3719,normalized_unique_name,1
תלמי אליהו,תלמי אליהו,1051,normalized_unique_name,1
תלמי אלעזר,תלמי אלעזר,2003,normalized_unique_name,1
"תלמי ביל""ו",תלמי ביל ו,2050,normalized_unique_name,1
תלמי יוסף,תלמי יוסף,1237,normalized_unique_name,1
תלמי יחיאל,תלמי יחיאל,727,normalized_unique_name,1
תלמי יפה,תלמי יפה,744,normalized_unique_name,1
תלמים,תלמים,814,normalized_unique_name,1
תמרת,תמרת,1244,normalized_unique_name,2
תנובות,תנובות,2002,normalized_unique_name,1
תעוז,תעוז,752,normalized_unique_name,1
תפרח,תפרח,709,normalized_unique_name,1
תקומה,תקומה,665,normalized_unique_name,1
תקוע,תקוע,3563,normalized_unique_name,2
תראבין א-צאנע (שב,תראבין א-צאנע שב,970,normalized_unique_name,1
תרום,תרום,778,normalized_unique_name,1
